año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna_;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes;ducto;norma;nombre_ducto;tabla;origen
2022;AQUASMOLT LIMITADA;76064350-5;PISCICULTURA MATANZA;244540;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,84150;-71,73026;0,00205;Tetracloroeteno;39;471;DS 90;PUNTO 1 ;Tabla 1;SMA
2022;MASISA S.A.;96802690-9;PLANTA CABRERO DIVISION TABLEROS;3488;Fabricación de hojas de madera para enchapado y tableros a base de madera;C1621;Fabricación de hojas de madera para enchapado y tableros a base de madera;C162100;Industria de la madera y silvicultura;2;Biobío;Biobío;Cabrero;8303;-37,04524;-72,39596;0,42189;Sulfato;36;456;DS 90;PUNTO 1 TABLEROS - CANAL AFL. ESTERO COIHUICO;Tabla 1;SMA
2022;ALGAS MARINAS S A ALGAMAR;93776000-0;ALGAS MARINAS LA CALERA;2389;Acuicultura marina;A0321;Cultivo, reproducción y manejo de algas marinas;A032120;Pesca y acuicultura;3;Valparaíso;Quillota;Calera;5502;-32,77836;-71,18763;16,29936;Cloruros;7;345;DS 90;DESCARGA 1 ;Tabla 2;SMA
2022;AGUAS CCU-NESTLE CHILE S.A.;76007212-5;AGUAS CCUNESTLE PLANTA CACHANTUN;3508137;"Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";C1104;Producción de aguas minerales y otras aguas embotelladas;C110402;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Cachapoal;Coinco;6103;-34,24770;-70,91997;0,00000;Cadmio;5;874;DS 90;PUNTO 1 CANAL COPEQUEN AFL RIO CACHAPOAL;Tabla 1;SMA
2022;COMERCIAL BB TRADING SPA;76413694-2;RIO KING PLANTA RANCAGUA;5462199;Actividades de apoyo a la agricultura;A0161;Actividades de apoyo a la agricultura;A016100;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rancagua;6101;-34,11333;-70,72094;0,00000;Fluoruro;15;765;DS 90;Punto 1 canal Ballica ;Tabla 1;SMA
2022;PESQUERA DEEP SEA FOOD S A;79620310-2;PESQUERA DEEP SEA FOOD S.A.;5441852;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;C102040;Otras industrias manufactureras;10;Los Lagos;Chiloé;Quellón;10208;-43,11954;-73,63704;0,67971;Aceites y Grasas;1;128;DS 90;DEEP.DEA.FOOD;Tabla 5;SMA
2022;MULTI X S.A.;79891160-0;PISCICULTURA PUERTO FONCK;322649;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Puerto Octay;10302;-41,00562;-72,74312;0,00040;Indice Fenol;21;582;DS 90;PUNTO 1 LAGO LLANQUIHUE;Tabla 3;SMA
2022;GUACOLDA ENERGIA SPA;76418918-3;GUACOLDA;6638;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Atacama;Huasco;Huasco;3304;-28,46861;-71,25438;3175,63325;Sólidos Suspendidos Totales;35;22;DS 90;UNIDAD 4;Tabla 4;SMA
2022;PESQUERA QUINTERO SA;91374000-9;PESQUERA QUINTERO S.A.;5441804;Pesca marítima;A0311;Pesca marítima industrial, excepto de barcos factoría;A031110;Pesca y acuicultura;3;Valparaíso;Valparaíso;Quintero;5107;-32,77770;-71,52535;0,00032;Níquel;25;78;DS 90;P.QUINTERO;Tabla 4;SMA
2022;COPEC S.A.;99520000-7;PLANTA COPEC PUREO;5440537;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G4661;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G466100;Comercio mayorista;18;Los Lagos;Llanquihue;Calbuco;10102;-41,77976;-73,20822;0,00088;Fluoruro;15;618;DS 90;PUNTO 1 LAGUNA POZA PUREO;Tabla 3;SMA
2022;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA PERAL;5452150;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Los Angeles;8301;-37,48452;-72,18459;15,93039;Nitrógeno Total  Kjeldahl;27;442;DS 90;PUNTO 1 ESTERO CHOLGUAGÜE;Tabla 2;SMA
2022;CIA SALMONIFERA DALCAHUE LIMITADA;79777030-2;PPISCICULTURA PULLINQUE;5442594;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Los Ríos;Valdivia;Panguipulli;14108;-39,59649;-72,22039;0,00046;Pentaclorofenol;28;508;DS 90;PUNTO 1 RIO GUANEHUE;Tabla 1;SMA
2022;ACUICOLA ALAS SPA;77822670-7;CENTRO LA CASONA;5476592;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Maule;Linares;Parral;7404;-36,12497;-71,80444;0,15236;Zinc;43;976;DS 90;Descarga 1;Tabla 1;SMA
2022;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA COIPUE;67344;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Freire;9105;-39,07385;-72,46909;0,00007;Fluoruro;15;822;DS 46;FOSA SEPTICA;Tabla 1;SMA
2022;HENDRIX GENETICS AQUACULTURE SA;96753540-0;PISCICULTURA CATRIPULLI;4586424;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,39014;-71,68036;0,01461;Tolueno;40;504;DS 90;PUNTO 2;Tabla 1;SMA
2022;SOCIEDAD DE INVERSIONES STH LIMITADA;76095878-6;PISCICULTURA STH;323608;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Los Angeles;8301;-37,28214;-72,14304;0,01130;Plomo;30;429;DS 90;PUNTO 1 RIO CALIBORO;Tabla 1;SMA
2022;SALMONES RELONCAVI SPA;76125666-1;PISCICULTURA RELONCAVI (102683);246012;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Montt;10101;-41,66486;-72,65675;0,02313;Indice Fenol;21;536;DS 90;PUNTO 1 RIO CHAICA;Tabla 1;SMA
2022;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PISCICULTURA CURARREHUE (90116);5442607;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,37707;-71,68675;0,16981;Zinc;43;492;DS 90;PUNTO 1 ESTERO HUILILCO (Riles);Tabla 3;SMA
2022;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA LONCOTRARO;322380;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,30531;-72,04979;3,81281;Hidrocarburos Totales;18;467;DS 90;PUNTO 2 ESTERO LOS CHILCOS, VILLARRICA;Tabla 3;SMA
2022;LACTEOS PELALES LIMITADA;76046471-6;LÁCTEOS PELALES LIMITADA;5467679;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Araucanía;Cautín;Freire;9105;-38,97738;-72,55532;0,00000;Selenio;33;931;DS 46;PUNTO 1;Tabla 1;SMA
2022;VITAPRO CHILE S.A.;96677260-3;ESTACION EXPERIMENTAL QUILLAIPE;5441926;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M7210;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M721000;Otras actividades;20;Los Lagos;Llanquihue;Puerto Montt;10101;-41,55508;-72,73344;0,04801;Sólidos Suspendidos Totales;35;201;DS 90;P3, SECTOR CRECIMIENTO ;Tabla 4;SMA
2022;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA SANTA JUANA;5452248;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Osorno;10301;-40,75810;-72,96959;0,44190;Fósforo;16;867;DS 90;PUNTO 1 RIO RAHUE;Tabla 2;SMA
2022;CIA SALMONIFERA DALCAHUE LIMITADA;79777030-2;PPISCICULTURA PULLINQUE;5442594;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Los Ríos;Valdivia;Panguipulli;14108;-39,59649;-72,22039;0,04562;Sulfuro;37;508;DS 90;PUNTO 1 RIO GUANEHUE;Tabla 1;SMA
2022;COPEC S.A.;99520000-7;PLANTA COPEC CONCON;5453799;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G4661;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G466100;Comercio mayorista;18;Valparaíso;Valparaíso;Concón;5103;-32,92961;-71,48399;0,00000;Tetracloroeteno;39;352;DS 90;PUNTO 1 RIO ACONCAGUA;Tabla 1;SMA
2022;SEALAND AQUACULTURE S.A;76908610-2;Piscicultura Astilleros I;5482004;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,78874;-73,49402;0,00164;Cromo Hexavalente;11;1040;DS 90;PUNTO 1 Cámara de Riles;Tabla 5;SMA
2022;VINA SAN PEDRO TARAPACA S.A.;91041000-8;VIÑA SAN PEDRO TARAPACÁ SA;82979;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Maule;Curicó;Molina;7304;-35,09246;-71,32378;2,64347;Aceites y Grasas;1;1043;DS 90;PUNTO DESCARGA 1;Tabla 1;SMA
2022;AISLAPOL S.A;76412645-9;AISLAPOL S.A. - PLANTA PUERTO MONTT;3459;Fabricación de otros productos químicos n.c.p.;C2029;Fabricación de otros productos químicos n.c.p.;C202909;Industria química, de plástico y caucho;7;Los Lagos;Llanquihue;Puerto Montt;10101;-41,43101;-72,95665;0,00421;Hierro Disuelto;20;617;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 2;SMA
2022;LACTEOS TINGUIRIRICA S.A.;78813100-3;LACTEOS TINGUIRIRICA SA;2704;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Colchagua;Chimbarongo;6303;-34,71409;-71,03031;0,00000;Aluminio;2;360;DS 90;PUNTO 1 CANAL DE RIEGO LA CUESTA;Tabla 1;SMA
2022;CIA SIDERURGICA HUACHIPATO S.A.;94637000-2;COMPAÑÍA SIDERÚRGICA HUACHIPATO;633;Industrias básicas de hierro y acero;C2410;Industrias básicas de hierro y acero;C241000;Otras industrias manufactureras;10;Biobío;Concepción;Talcahuano;8110;-36,75169;-73,12542;1,29279;Hierro Disuelto;20;193;DS 90;EMISARIO.C;Tabla 5;SMA
2022;SAN CLEMENTE FOODS S.A;76031602-4;SAN CLEMENTE FOODS SA;5462333;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Maule;Talca;Maule;7105;-35,51636;-71,57240;0,00005;Selenio;33;1000;DS 90;PUNTO 1 DESCARGA RILES;Tabla 1;SMA
2022;PAPELERA DOS S.A;77371287-5;UNIPAPEL;245714;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de papel y cartón para su posterior uso industrial n.c.p.;C170190;Industria del papel y celulosa;5;Biobío;Concepción;San Pedro de la Paz;8108;-36,83867;-73,09608;0,02546;Xileno;42;434;DS 90;PUNTO 1 RIO BIOBIO;Tabla 2;SMA
2022;SOCIEDAD PESQUERA LANDES SOCIEDAD ANONIMA;92387000-8;PESQUERA LANDES ISLA ROCUANT;669;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Biobío;Concepción;Talcahuano;8110;-36,72855;-73,10360;0,57904;Boro;4;174;DS 90;LANDES.ROCUANT;Tabla 5;SMA
2022;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA CHEHUILCO;5402276;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,30276;-72,11034;1,27466;Aceites y Grasas;1;720;DS 90;PUNTO 1 ESTERO MOLCO;Tabla 3;SMA
2022;VITAPRO CHILE S.A.;96677260-3;ESTACION EXPERIMENTAL QUILLAIPE;5441926;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M7210;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M721000;Otras actividades;20;Los Lagos;Llanquihue;Puerto Montt;10101;-41,55508;-72,73344;0,00001;Plomo;30;201;DS 90;P3, SECTOR CRECIMIENTO ;Tabla 4;SMA
2022;RIO DULCE S A;96989370-3;RIO DULCE S.A.;5441867;Acuicultura marina;A0321;Servicios relacionados con la acuicultura marina;A032140;Pesca y acuicultura;3;Los Lagos;Chiloé;Quellón;10208;-85,22585;-62,51810;0,04212;Indice Fenol;21;143;DS 90;R.DULCE;Tabla 5;SMA
2022;PESQUERA Y CONSERVERA REAL LTDA;78734030-K;PESQUERA Y CONSERVERA REAL;5441901;Pesca marítima;A0311;Pesca marítima artesanal;A031120;Pesca y acuicultura;3;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;12101;-53,07132;-70,86452;1,95383;Sólidos Suspendidos Totales;35;171;DS 90;P.REAL;Tabla 5;SMA
2022;SALMONES CAMANCHACA S A;76065596-1;RÍO PETROHUE;5453549;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Varas;10109;-41,23628;-72,47825;0,00018;Pentaclorofenol;28;534;DS 90;PUNTO 1 RIO PETROHUE;Tabla 2;SMA
2022;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA RIO PESCADO RECIRCULACIÓN;5452652;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Varas;10109;-41,25416;-72,79409;19,28012;Nitrógeno Total;26;676;DS 90;Punto 1, Rio Pescado 2;Tabla 3;SMA
2022;VINA SAN PEDRO TARAPACA S.A.;91041000-8;VIÑA SAN PEDRO TARAPACÁ SA;82979;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Maule;Curicó;Molina;7304;-35,09246;-71,32378;0,00029;Níquel;25;1043;DS 90;PUNTO DESCARGA 1;Tabla 1;SMA
2022;MANUFACTURA DE CUEROS DEL SUR LIMITADA;76205814-6;MANUFACTURA DE CUEROS DEL SUR;5441898;"Curtido y adobo de cueros; adobo y teñido de pieles";C1511;"Curtido y adobo de cueros; adobo y teñido de pieles";C151100;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Puerto Montt;10101;-41,48896;-72,96843;0,00714;Sulfuro;37;168;DS 90;CUEROS.SUR;Tabla 5;SMA
2022;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PISCICULTURA CATRIPULLI (90137);5443147;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,37976;-71,68713;0,01166;Níquel;25;493;DS 90;PUNTO 1 ESTERO HUILILCO (RILes);Tabla 3;SMA
2022;EMPRESA ELECTRICA COCHRANE S.P.A.;76085254-6;CENTRAL TERMOELÉCTRICA COCHRANE;5452233;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,06424;-70,37617;0,11168;Cianuro;6;854;DS 90;PUNTO 1 BAHIA MEJILLONES;Tabla 4;SMA
2022;MULTI X S.A.;79891160-0;PISCICULTURA PUERTO FONCK;322649;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Puerto Octay;10302;-41,00562;-72,74312;0,00003;Cadmio;5;582;DS 90;PUNTO 1 LAGO LLANQUIHUE;Tabla 3;SMA
2022;PRODUCTOS DEL MAR VENTISQUEROS S A;96545040-8;PISCICULTURA CHAQUEIHUA II;5459651;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Palena;Hualaihué;10403;-41,92468;-72,43459;0,03030;Plomo;30;600;DS 90;PUNTO 1 RIO NEGRO;Tabla 1;SMA
2022;IFCO SYSTEMS CHILE S.A.;76354580-6;IFCO SYSTEMS CHILE S A;5469814;Otras industrias manufactureras n.c.p.;C3290;Otras industrias manufactureras n.c.p.;C329000;Otras industrias manufactureras;10;Metropolitana de Santiago;Santiago;Quilicura;13125;-33,37508;-70,75179;0,00000;Molibdeno;24;876;DS 90;PUNTO CANAL SALADILLO-LO ECHEVERS;Tabla 1;SMA
2022;GENERADORA METROPOLITANA SPA;76538731-0;LOS VIENTOS;386023;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;San Felipe de Aconcagua;Llaillay;5703;-32,84323;-71,01320;0,00001;Indice Fenol;21;346;DS 90;PUNTO 2 RIO ACONCAGUA;Tabla 1;SMA
2022;AES ANDES S A;94272000-9;CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2;85823;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75256;-71,47932;0,31207;Cromo Total;12;83;DS 90;UNIDAD1;Tabla 4;SMA
2022;PISCICOLA ENTRE RIOS LIMITADA;96594200-9;Centro Huite;5470113;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Valdivia;Los Lagos;14104;-39,98537;-72,65993;0,00367;Triclorometano;41;912;DS 90;PUNTO 1 RIO PICHICO;Tabla 1;SMA
2022;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA LOS TAMBORES;5442669;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Ranco;Río Bueno;14204;-40,32973;-72,98349;0,08864;Boro;4;525;DS 90;PUNTO 1 RIO BUENO;Tabla 1;SMA
2022;DANISCO CHILE S.A.;96627500-6;DANISCO;5441825;Acuicultura marina;A0321;Cultivo, reproducción y manejo de algas marinas;A032120;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,78365;-73,44567;0,00000;Mercurio;23;100;DS 90;DANISCO.ENFRIAMIENTO;Tabla 5;SMA
2022;SALMONES CAMANCHACA S A;76065596-1;RÍO DEL ESTE;2291868;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Cochamó;10103;-41,38666;-72,27730;0,05021;Sulfuro;37;535;DS 90;PUNTO 1 RIO DEL ESTE;Tabla 1;SMA
2022;COMERCIAL Y SERVICIOS SUR AUSTRAL LIMITADA;77071440-0;Comsur Ltda.;91045;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102020;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Puerto Montt;10101;-41,47509;-72,93035;0,00019;Selenio;33;732;DS 90;PTO 1 SECTOR CHAMIZA;Tabla 2;SMA
2022;LACTEOS PELALES LIMITADA;76046471-6;LÁCTEOS PELALES LIMITADA;5467679;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Araucanía;Cautín;Freire;9105;-38,97738;-72,55532;0,00000;Cobre;8;931;DS 46;PUNTO 1;Tabla 1;SMA
2022;AGRICOLA Y FRUTERA CURACAVI S.A.;96503050-6;AGRICOLA Y FRUTERA CURACAVI SERVICIO DE PACKING Y FRIGORIFICO CURACAVI;244849;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Metropolitana de Santiago;Melipilla;Curacaví;13503;-33,41264;-71,05675;0,21374;Sólidos Suspendidos Totales;35;789;DS 90;PUNTO 1 CANAL DE REGADIO CURACAVI;Tabla 1;SMA
2022;ACUICOLA ALAS SPA;77822670-7;CENTRO LA CASONA;5476592;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Maule;Linares;Parral;7404;-36,12497;-71,80444;0,00830;Cobre;8;976;DS 90;Descarga 1;Tabla 1;SMA
2022;CENTRAL TERMOELECTRICA ANDINA SPA;76708710-1;CENTRAL TERMICA ANDINA;436492;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,08569;-70,40788;4,34370;Nitrógeno Total  Kjeldahl;27;222;DS 90;HORNITO;Tabla 4;SMA
2022;VITAPRO CHILE S.A.;96677260-3;ESTACION EXPERIMENTAL QUILLAIPE;5441926;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M7210;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M721000;Otras actividades;20;Los Lagos;Llanquihue;Puerto Montt;10101;-41,55508;-72,73344;0,00001;Cromo Hexavalente;11;204;DS 90;P6, SECTOR ESTANQUES DE REPRODUCTORES  EXTERIORES;Tabla 4;SMA
2022;DAVID DEL CURTO SPA;93329000-K;CENTRAL FRUTÍCOLA MANUEL RODRIGUEZ;84933;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Cachapoal;Requínoa;6116;-34,29152;-70,82205;0,00975;Fósforo;16;368;DS 90;PUNTO 1 CANAL DE RIEGO REQUINOA;Tabla 1;SMA
2022;AGRICOLA SUPER LIMITADA;88680500-4;INCUBADORA LO MIRANDA;5452663;Cría de aves de corral;A0146;Cría de aves de corral para la producción de huevos;A014602;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Doñihue;6105;-34,19900;-70,86340;0,00003;Selenio;33;364;DS 90;PUNTO 1 ;Tabla 1;SMA
2022;MOWI CHILE S.A.;96633780-K;PISCICULTURA COPIHUE;5458663;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Varas;10109;-41,25460;-72,68709;0,03098;Indice Fenol;21;608;DS 90;DESCARGA 1 PUNTO RÍO COPÍHUE;Tabla 3;SMA
2022;CIA PAPELERA DEL PACIFICO S A;96554890-4;COMPANIA PAPELERA PACIFICO;322;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C1702;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C170200;Industria del papel y celulosa;5;Libertador Gral. Bernardo O'Higgins;Cachapoal;Mostazal;6110;-33,98256;-70,70197;0,00018;Xileno;42;641;DS 90;PUNTO 1 ESTERO TRONCO - PAPELERA;Tabla 1;SMA
2022;ROCOFRUT S A;84463900-7;ROCOFRUT  S.A.;373;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Maule;Curicó;Romeral;7306;-34,96464;-71,18940;5,60156;Sulfato;36;399;DS 90;PUNTO 1;Tabla 2;SMA
2022;BLUMAR S.A.;80860400-0;BLUMAR CORONEL;5441909;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Biobío;Concepción;Coronel;8102;-37,02532;-73,15173;0,09310;Hidrocarburos Volatiles;19;179;DS 90;B.CORONEL.DESCARGA;Tabla 5;SMA
2022;MANTOVERDE S.A.;77020457-7;PLANTA DESALADORA MANTOVERDE;5461514;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;Captación, tratamiento y distribución de agua;13;Atacama;Chañaral;Chañaral;3201;-26,54144;-70,69706;0,00026;Cromo Hexavalente;11;265;DS 90;DESALADORA.MANTOVERDE ;Tabla 5;SMA
2022;PROCESADORA DE ALIMENTOS DEL SUR LIMITADA;77476390-2;FAENADORA ROSARIO LTDA.;3739;Elaboración y conservación de carne;C1010;Elaboración y conservación de carne y productos cárnicos;C101020;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;6115;-34,34472;-70,84328;1,62614;Nitrógeno Total  Kjeldahl;27;756;DS 90;Punto 1, Rosario;Tabla 1;SMA
2022;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA TRAFÚN;5032439;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;San Pablo;10307;-40,41240;-73,01257;0,01889;Molibdeno;24;749;DS 90;PUNTO 1. RIO PILMAIQUEN;Tabla 1;SMA
2022;ACEROS AZA S.A.;92176000-0;PLANTA COLINA;4989;Industrias básicas de hierro y acero;C2410;Industrias básicas de hierro y acero;C241000;Otras industrias manufactureras;10;Metropolitana de Santiago;Chacabuco;Colina;13301;-33,29580;-70,72877;0,00157;Plomo;30;313;DS 90;PUNTO 1 ESTERO LOS PATOS;Tabla 1;SMA
2022;SERVICIOS AGROINDUSTRIALES SUBSOLE S.A.;76136210-0;PLANTA SUBSOLE OLIVAR;24187;Actividades poscosecha;A0163;Actividades poscosecha;A016300;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Olivar;6111;-34,21312;-70,78679;0,00000;Molibdeno;24;772;DS 90;PUNTO 1 CANAL ISLA Y ZUMAETA;Tabla 1;SMA
2022;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PISCICULTURA PARGUA (104372);5469458;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,79405;-73,39978;0,01100;Estaño;14;865;DS 90;PUNTO 1 BAHIA DE PARGUA;Tabla 5;SMA
2022;ORIZON S A;96929960-7;Complejo Pesquero Industrial Coronel;3224;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de otros pescados, en plantas en tierra (excepto barcos factoría);C102030;Otras industrias manufactureras;10;Biobío;Concepción;Coronel;8102;-37,02274;-73,16372;614,32908;Sólidos Suspendidos Totales;35;700;DS 90;Bahía Coronel PONIENTE;Tabla 5;SMA
2022;PATAGONIAFRESH S.A.;96912440-8;PATAGONIAFRESH PLANTA SAN FERNANDO;315112;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Colchagua;San Fernando;6301;-34,57006;-70,97348;0,00144;Manganeso;22;379;DS 90;PUNTO 1 CANAL EL TRAPICHE;Tabla 1;SMA
